USPS,GEOID,ANSICODE,NAME,LSAD,FUNCSTAT,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
MD,2410475,02389248,Brooklyn Park CDP,57,S,10877246,182870,4.200,0.071,39.219500,-76.620921
MD,2410500,02389249,Brookmont CDP,57,S,3396058,1716135,1.311,0.663,38.954485,-77.129444
MD,2410575,02390757,Brookview town,43,A,112219,0,0.043,0.000,38.574011,-75.792963
MD,2410650,02629789,Broomes Island CDP,57,S,1882700,22452,0.727,0.009,38.411433,-76.548803
MD,2410800,02583591,Brownsville CDP,57,S,733193,0,0.283,0.000,39.378174,-77.661555
MD,2410900,02390569,Brunswick city,25,A,8456113,1131969,3.265,0.437,39.317990,-77.625280
MD,2410925,02389254,Bryans Road CDP,57,S,39839144,4435,15.382,0.002,38.604400,-77.092300
MD,2410950,02629790,Bryantown CDP,57,S,10732502,3748,4.144,0.001,38.548839,-76.842182
MD,2411050,02583592,Buckeystown CDP,57,S,3961088,21930,1.529,0.008,39.330469,-77.431053
MD,2411400,02390762,Burkittsville town,43,A,1176448,10426,0.454,0.004,39.393497,-77.627788
MD,2411750,02389261,Burtonsville CDP,57,S,20292998,976802,7.835,0.377,39.120921,-76.936675
MD,2411900,02583593,Butlertown CDP,57,S,2220554,18272,0.857,0.007,39.282194,-76.099165
MD,2412075,02389262,Cabin John CDP,57,S,3052305,1121500,1.179,0.433,38.974014,-77.163841
MD,2412150,02389265,California CDP,57,S,33095239,5718632,12.778,2.208,38.297599,-76.492143
MD,2412300,02629791,Calvert Beach CDP,57,S,2133252,0,0.824,0.000,38.472799,-76.489676
MD,2412350,02389269,Calverton CDP,57,S,11873268,52079,4.584,0.020,39.058085,-76.950848
MD,2412400,02390571,Cambridge city,25,A,27565061,5958095,10.643,2.300,38.554063,-76.077116
MD,2412600,02389271,Camp Springs CDP,57,S,19890147,39837,7.680,0.015,38.805072,-76.918565
MD,2412912,02389276,Cape St. Claire CDP,57,S,5188188,1356058,2.003,0.524,39.043634,-76.445339
MD,2413000,02390768,Capitol Heights town,43,A,2022919,0,0.781,0.000,38.876688,-76.907559
MD,2413225,02583594,Carlos CDP,57,S,742681,0,0.287,0.000,39.623743,-78.956680
MD,2413325,02389280,Carney CDP,57,S,18049676,6354,6.969,0.002,39.404938,-76.522741
MD,2414125,02389287,Catonsville CDP,57,S,36159340,207704,13.961,0.080,39.264456,-76.741694
MD,2414225,02389289,Cavetown CDP,57,S,4928101,0,1.903,0.000,39.642652,-77.593207
MD,2414300,02583595,Cearfoss CDP,57,S,520888,0,0.201,0.000,39.699133,-77.776340
MD,2414325,02390772,Cecilton town,43,A,1251769,0,0.483,0.000,39.404824,-75.867412
MD,2414800,02583596,Cedarville CDP,57,S,34384311,306512,13.276,0.118,38.656912,-76.822010
MD,2414950,02390775,Centreville town,43,A,7092021,7963,2.738,0.003,39.042265,-76.062538
MD,2415075,02389301,Chance CDP,57,S,4324689,2365119,1.670,0.913,38.178044,-75.938788
MD,2415400,02390777,Charlestown town,43,A,3027011,7697,1.169,0.003,39.582121,-75.986712
MD,2415475,02389304,Charlotte Hall CDP,57,S,13111956,23020,5.063,0.009,38.468236,-76.782645
MD,2415500,02583597,Charlton CDP,57,S,423361,0,0.163,0.000,39.634401,-77.894364
MD,2415925,02390783,Chesapeake Beach town,43,A,7022184,218225,2.711,0.084,38.689446,-76.554415
MD,2415950,02390784,Chesapeake City town,43,A,1373536,502802,0.530,0.194,39.527212,-75.811653
MD,2416050,02629792,Chesapeake Ranch Estates CDP,57,S,11185206,502268,4.319,0.194,38.357625,-76.417351
MD,2416125,02389311,Chester CDP,57,S,13564285,4524100,5.237,1.747,38.960156,-76.287377
MD,2416225,02390785,Chestertown town,43,A,6724505,795730,2.596,0.307,39.220419,-76.070517
MD,2416550,02390787,Cheverly town,43,A,3410382,1723,1.317,0.001,38.925931,-76.913468
MD,2416620,02390788,Chevy Chase town,43,A,1206330,0,0.466,0.000,38.981897,-77.083206
MD,2416625,02389316,Chevy Chase CDP,57,S,6244324,15130,2.411,0.006,38.992542,-77.074905
MD,2416720,02391605,Chevy Chase Section Five village,47,A,276533,0,0.107,0.000,38.983980,-77.074027
MD,2416730,02391606,Chevy Chase Section Three village,47,A,302326,0,0.117,0.000,38.979259,-77.074187
MD,2416775,02390789,Chevy Chase View town,43,A,711434,0,0.275,0.000,39.019259,-77.080997
MD,2416787,02390790,Chevy Chase Village town,43,A,1086736,0,0.420,0.000,38.969781,-77.079340
MD,2416800,02389318,Chewsville CDP,57,S,2162975,0,0.835,0.000,39.648415,-77.631239
MD,2416875,02389319,Chillum CDP,57,S,8850487,75551,3.417,0.029,38.966667,-76.978885
MD,2417000,02583598,Choptank CDP,57,S,616322,0,0.238,0.000,38.682282,-75.949398
MD,2417050,02390794,Church Creek town,43,A,874012,909,0.337,0.000,38.504888,-76.154030
MD,2417100,02390795,Church Hill town,43,A,1850666,0,0.715,0.000,39.145007,-75.980721
MD,2417350,02389325,Clarksburg CDP,57,S,21272996,38888,8.214,0.015,39.235739,-77.264583
MD,2417475,02583599,Clarysville CDP,57,S,302788,0,0.117,0.000,39.642026,-78.888947
MD,2417600,02390800,Clear Spring town,43,A,291000,0,0.112,0.000,39.656124,-77.930780
MD,2417900,02389332,Clinton CDP,57,S,64738108,197710,24.996,0.076,38.750917,-76.902669
MD,2418150,02389336,Cloverly CDP,57,S,25885866,93808,9.995,0.036,39.104026,-76.994065
MD,2418200,02583600,Cobb Island CDP,57,S,1610746,773696,0.622,0.299,38.263698,-76.848986
MD,2418250,02389340,Cockeysville CDP,57,S,29493015,361885,11.387,0.140,39.477994,-76.630476
MD,2418475,02389343,Colesville CDP,57,S,13255734,33750,5.118,0.013,39.072840,-77.000580
MD,2418750,02390578,College Park city,25,A,14586187,96070,5.632,0.037,38.996285,-76.935590
MD,2418850,02390809,Colmar Manor town,43,A,1213975,116620,0.469,0.045,38.930091,-76.942816
MD,2419125,02389348,Columbia CDP,57,S,82691135,667179,31.927,0.258,39.201146,-76.859050
MD,2419825,02389358,Coral Hills CDP,57,S,3864486,0,1.492,0.000,38.870949,-76.923441
MD,2419900,02389360,Cordova CDP,57,S,12619513,0,4.872,0.000,38.868010,-75.998885
MD,2419975,02583601,Corriganville CDP,57,S,1008279,0,0.389,0.000,39.694468,-78.797044
MD,2420050,02390812,Cottage City town,43,A,645048,0,0.249,0.000,38.938041,-76.949877
MD,2420500,02583602,Crellin CDP,57,S,1818242,0,0.702,0.000,39.388631,-79.468471
MD,2420525,02633177,Cresaptown CDP,57,S,15835554,62672,6.114,0.024,39.590722,-78.852358
MD,2420775,02390579,Crisfield city,25,A,4494975,3723743,1.736,1.438,37.975457,-75.854632
MD,2420875,02389375,Crofton CDP,57,S,17127405,0,6.613,0.000,39.014434,-76.680012
MD,2420925,02583603,Croom CDP,57,S,88560745,3141233,34.193,1.213,38.739799,-76.755192
MD,2421075,02389379,Crownsville CDP,57,S,13186568,0,5.091,0.000,39.022462,-76.590377
MD,2421325,02390580,Cumberland city,25,A,25995067,176081,10.037,0.068,39.651865,-78.758362
MD,2421475,02389391,Damascus CDP,57,S,29928944,47676,11.556,0.018,39.270995,-77.196834
MD,2421550,02389392,Dames Quarter CDP,57,S,30758073,16478159,11.876,6.362,38.172920,-75.890024
MD,2421675,02583604,Danville CDP,57,S,2958176,1021,1.142,0.000,39.510118,-78.917584
MD,2421750,02583605,Dargan CDP,57,S,764565,0,0.295,0.000,39.376676,-77.734045
MD,2421800,02629793,Darlington CDP,57,S,2707141,0,1.045,0.000,39.642448,-76.203521
MD,2421825,02389395,Darnestown CDP,57,S,42683057,3175091,16.480,1.226,39.088709,-77.311779
MD,2421925,02583606,Dawson CDP,57,S,1343816,7791,0.519,0.003,39.475816,-78.948627
MD,2422050,02389399,Deale CDP,57,S,13689204,1694167,5.285,0.654,38.787109,-76.538641
MD,2422100,02389398,Deal Island CDP,57,S,7851237,6053990,3.031,2.337,38.152759,-75.939940
MD,2422275,02390824,Deer Park town,43,A,2587234,0,0.999,0.000,39.423961,-79.325986
MD,2422600,02390827,Delmar town,43,A,4754258,35036,1.836,0.014,38.439727,-75.564650
MD,2422725,02390146,Denton town,43,A,13634369,222246,5.264,0.086,38.879421,-75.824452
MD,2422775,02583607,Derwood CDP,57,S,1619185,5289,0.625,0.002,39.114116,-77.150228
MD,2422825,02583608,Detmold CDP,57,S,405216,0,0.156,0.000,39.557365,-78.991143
MD,2423025,02390582,District Heights city,25,A,2240422,0,0.865,0.000,38.858866,-76.888444
MD,2423500,02583609,Downsville CDP,57,S,1618047,0,0.625,0.000,39.554820,-77.801630
MD,2423700,02629794,Drum Point CDP,57,S,4310543,447914,1.664,0.173,38.330395,-76.435985
MD,2423975,02389421,Dundalk CDP,57,S,33846863,11184924,13.068,4.319,39.266824,-76.496531
MD,2424050,02389422,Dunkirk CDP,57,S,17057556,1939409,6.586,0.749,38.718193,-76.676782
MD,2424200,02390155,Eagle Harbor town,43,A,305729,0,0.118,0.000,38.566392,-76.687064
MD,2424250,02632607,Eakles Mill CDP,57,S,219926,0,0.085,0.000,39.467067,-77.685960
MD,2424450,02390157,East New Market town,43,A,1035448,0,0.400,0.000,38.597025,-75.923126
MD,2424475,02390158,Easton town,43,A,29707178,292534,11.470,0.113,38.776262,-76.070478
MD,2424650,02389448,East Riverdale CDP,57,S,4230370,0,1.633,0.000,38.959782,-76.911057
MD,2424825,02629795,Eckhart Mines CDP,57,S,3941226,0,1.522,0.000,39.655233,-78.894110
MD,2424850,02389458,Eden CDP,57,S,14427409,136093,5.570,0.053,38.278223,-75.654776
MD,2424925,02583610,Edesville CDP,57,S,1034904,21092,0.400,0.008,39.153649,-76.214113
MD,2424950,02389026,Edgemere CDP,57,S,28068378,25208040,10.837,9.733,39.220671,-76.456375
MD,2425000,02583611,Edgemont CDP,57,S,1373801,0,0.530,0.000,39.676611,-77.546948
MD,2425050,02583612,Edgewater CDP,57,S,7749395,2168410,2.992,0.837,38.939629,-76.551325
MD,2425150,02389028,Edgewood CDP,57,S,46052900,358087,17.781,0.138,39.420290,-76.296846
MD,2425425,02390161,Edmonston town,43,A,1012447,24303,0.391,0.009,38.949965,-76.932196
MD,2425575,02389031,Eldersburg CDP,57,S,103177806,6566274,39.837,2.535,39.404242,-76.952725
MD,2425600,02390162,Eldorado town,43,A,198526,10304,0.077,0.004,38.582900,-75.790345
MD,2425750,02389033,Elkridge CDP,57,S,21724127,26825,8.388,0.010,39.195258,-76.741578
MD,2425800,02390166,Elkton town,43,A,22959855,707745,8.865,0.273,39.605776,-75.821686
MD,2425925,02583613,Ellerslie CDP,57,S,984574,0,0.380,0.000,39.718713,-78.778615
MD,2426000,02389035,Ellicott City CDP,57,S,77599815,317859,29.961,0.123,39.276691,-76.833952
MD,2426025,02583614,Elliott CDP,57,S,908944,6805,0.351,0.003,38.308141,-76.010718
MD,2426200,02390171,Emmitsburg town,43,A,3919054,0,1.513,0.000,39.705076,-77.321696
MD,2426550,02583615,Ernstville CDP,57,S,385596,0,0.149,0.000,39.630387,-78.023955
MD,2426600,02389051,Essex CDP,57,S,23977805,6825282,9.258,2.635,39.304952,-76.447163
MD,2427250,02389060,Fairland CDP,57,S,12837753,45979,4.957,0.018,39.080850,-76.952544
MD,2427325,02583616,Fairlee CDP,57,S,9820302,302297,3.792,0.117,39.225870,-76.166331
MD,2427375,02389064,Fairmount CDP,57,S,31748086,12578594,12.258,4.857,38.109765,-75.820564
MD,2427400,02390173,Fairmount Heights town,43,A,696586,0,0.269,0.000,38.901512,-76.915287
MD,2427425,02583617,Fairplay CDP,57,S,3118663,0,1.204,0.000,39.535670,-77.746310
MD,2427500,02583618,Fairview CDP,57,S,544762,0,0.210,0.000,39.711079,-77.840616
MD,2427580,02583619,Fairwood CDP,57,S,9042875,6243,3.491,0.002,38.956230,-76.777493
MD,2427700,02389073,Fallston CDP,57,S,36217822,68128,13.984,0.026,39.533809,-76.438543
MD,2427900,02390180,Federalsburg town,43,A,4998900,146099,1.930,0.056,38.692265,-75.772465
MD,2428075,02389079,Ferndale CDP,57,S,10294657,0,3.975,0.000,39.186995,-76.633017
MD,2428275,02583620,Finzel CDP,57,S,8522994,0,3.291,0.000,39.703045,-78.953198
MD,2428300,02583621,Fishing Creek CDP,57,S,2734857,825458,1.056,0.319,38.333991,-76.224887
MD,2428425,02583622,Flintstone CDP,57,S,1077060,0,0.416,0.000,39.703433,-78.575940
MD,2428640,02389096,Forest Glen CDP,57,S,2637260,5216,1.018,0.002,39.018914,-77.045085
MD,2428725,02390187,Forest Heights town,43,A,1205763,0,0.466,0.000,38.810611,-76.999584
MD,2429000,02389098,Forestville CDP,57,S,10171508,0,3.927,0.000,38.851738,-76.870766
MD,2429400,02389109,Fort Meade CDP,57,S,20973083,31874,8.098,0.012,39.107783,-76.747196
MD,2429450,02389111,Fort Ritchie CDP,57,S,2537975,68393,0.980,0.026,39.703659,-77.506386
MD,2429525,02389803,Fort Washington CDP,57,S,35726134,7193707,13.794,2.778,38.731868,-77.008662
MD,2429712,02389807,Fountainhead-Orchard Hills CDP,57,S,11443739,0,4.418,0.000,39.687843,-77.717307
MD,2429790,02583623,Four Corners CDP,57,S,3788459,34505,1.463,0.013,39.023312,-77.010204
MD,2430100,02583624,Franklin CDP,57,S,840076,0,0.324,0.000,39.499496,-79.052164
MD,2430325,02390588,Frederick city,25,A,59608801,482214,23.015,0.186,39.433290,-77.415591
MD,2430567,02389814,Frenchtown-Rumbly CDP,57,S,9732940,12005570,3.758,4.635,38.074450,-75.853323
MD,2430575,02389818,Friendly CDP,57,S,12629429,13185,4.876,0.005,38.760284,-76.966950
MD,2430650,02629796,Friendship CDP,57,S,4653838,0,1.797,0.000,38.735846,-76.587822
MD,2430800,02389820,Friendship Heights Village CDP,57,S,155615,0,0.060,0.000,38.963299,-77.089914
MD,2430850,02390193,Friendsville town,43,A,2357551,0,0.910,0.000,39.662958,-79.404464
MD,2430900,02390589,Frostburg city,25,A,8652760,9509,3.341,0.004,39.650523,-78.926793
MD,2430950,02390590,Fruitland city,25,A,10055446,17190,3.882,0.007,38.319663,-75.625170
MD,2431025,02583625,Fulton CDP,57,S,9805590,19824,3.786,0.008,39.153110,-76.911629
MD,2431100,02390196,Funkstown town,43,A,986782,0,0.381,0.000,39.608547,-77.708029
MD,2431175,02390591,Gaithersburg city,25,A,26572283,337432,10.260,0.130,39.119873,-77.232281
MD,2431225,02390197,Galena town,43,A,934077,0,0.361,0.000,39.342568,-75.878656
MD,2431250,02390198,Galestown town,43,A,607784,53840,0.235,0.021,38.562606,-75.715814
MD,2431275,02629797,Galesville CDP,57,S,3361018,1008864,1.298,0.390,38.840770,-76.554368
MD,2431350,02583626,Gambrills CDP,57,S,19567238,0,7.555,0.000,39.092833,-76.651131
MD,2431400,02583627,Gapland CDP,57,S,578976,0,0.224,0.000,39.401960,-77.658288
MD,2431525,02390199,Garrett Park town,43,A,661974,0,0.256,0.000,39.036037,-77.093446
MD,2431575,02583628,Garretts Mill CDP,57,S,1478502,0,0.571,0.000,39.353335,-77.688911
MD,2431625,02389831,Garrison CDP,57,S,8180120,10181,3.158,0.004,39.402274,-76.751847
MD,2431875,02583629,Georgetown CDP,57,S,3807115,14571,1.470,0.006,39.221577,-76.191772
MD,2432025,02389836,Germantown CDP,57,S,44106705,269841,17.030,0.104,39.174252,-77.263754
MD,2432175,02583630,Gilmore CDP,57,S,250029,0,0.097,0.000,39.582977,-78.951187
MD,2432250,02389843,Girdletree CDP,57,S,1714923,0,0.662,0.000,38.098737,-75.400432
MD,2432350,02583631,Glassmanor CDP,57,S,6100200,0,2.355,0.000,38.818102,-76.983475
MD,2432500,02390594,Glenarden city,25,A,3097202,0,1.196,0.000,38.929299,-76.857723
MD,2432650,02389847,Glen Burnie CDP,57,S,44867176,1836786,17.323,0.709,39.156271,-76.606996
MD,2432900,02390208,Glen Echo town,43,A,265499,0,0.103,0.000,38.968167,-77.141101
MD,2433250,02583632,Glenmont CDP,57,S,7239257,59102,2.795,0.023,39.070413,-77.046628
MD,2433400,02389852,Glenn Dale CDP,57,S,18528220,283715,7.154,0.110,38.984395,-76.800322
MD,2433850,02389859,Golden Beach CDP,57,S,9821635,2232925,3.792,0.862,38.489734,-76.700689
MD,2433950,02390211,Goldsboro town,43,A,2024139,27559,0.782,0.011,39.030003,-75.780955
MD,2434150,02583633,Gorman CDP,57,S,3248580,0,1.254,0.000,39.292702,-79.352750
MD,2434425,02583634,Grahamtown CDP,57,S,395693,0,0.153,0.000,39.644861,-78.922288
MD,2434525,02390215,Grantsville town,43,A,2532658,0,0.978,0.000,39.696929,-79.153035
MD,2434550,02389865,Grasonville CDP,57,S,14319764,1971216,5.529,0.761,38.957459,-76.197803
MD,2434775,02390596,Greenbelt city,25,A,16336561,142764,6.308,0.055,38.994670,-76.885399
MD,2435200,02390218,Greensboro town,43,A,2782247,0,1.074,0.000,38.976354,-75.808076
MD,2435225,02583635,Greensburg CDP,57,S,1046616,0,0.404,0.000,39.680750,-77.561545
MD,2436075,02390597,Hagerstown city,25,A,31503198,26533,12.163,0.010,39.639785,-77.721470
MD,2436125,02389890,Halfway CDP,57,S,12046804,0,4.651,0.000,39.616282,-77.769981
MD,2436500,02390228,Hampstead town,43,A,8388240,76026,3.239,0.029,39.611003,-76.855691
MD,2436512,02389894,Hampton CDP,57,S,14829474,0,5.726,0.000,39.422151,-76.569772
MD,2436600,02390229,Hancock town,43,A,7258653,52416,2.803,0.020,39.704586,-78.163277
MD,2437600,02390599,Havre de Grace city,25,A,15147663,55057,5.849,0.021,39.546572,-76.113576
MD,2437875,02390238,Hebron town,43,A,3494266,0,1.349,0.000,38.424062,-75.687022
MD,2437925,02390240,Henderson town,43,A,324102,0,0.125,0.000,39.074942,-75.766077
MD,2438025,02389916,Herald Harbor CDP,57,S,4359087,1986884,1.683,0.767,39.051265,-76.574920
MD,2438437,01852592,Highfield-Cascade CDP,57,S,4486800,0,1.732,0.000,39.713592,-77.494566
MD,2438475,02583636,Highland CDP,57,S,6232091,35269,2.406,0.014,39.187223,-76.956731
MD,2438500,02390245,Highland Beach town,43,A,164986,23385,0.064,0.009,38.931494,-76.465451
MD,2438850,02389929,Hillandale CDP,57,S,5339874,1699,2.062,0.001,39.025300,-76.976021
MD,2438975,02389931,Hillcrest Heights CDP,57,S,6441090,8754,2.487,0.003,38.836389,-76.970820
MD,2439175,02390246,Hillsboro town,43,A,350422,0,0.135,0.000,38.917043,-75.941779
MD,2440700,02389957,Hughesville CDP,57,S,28882441,199584,11.152,0.077,38.537420,-76.772789
MD,2441025,02389962,Huntingtown CDP,57,S,20904500,64772,8.071,0.025,38.612350,-76.621540
MD,2441125,02390253,Hurlock town,43,A,6896280,580530,2.663,0.224,38.625712,-75.867187
MD,2441175,02583637,Hutton CDP,57,S,436539,0,0.169,0.000,39.414559,-79.479989
MD,2441250,02390603,Hyattsville city,25,A,6900787,71571,2.664,0.028,38.960468,-76.952295
MD,2441475,02583638,Ilchester CDP,57,S,27814041,160500,10.739,0.062,39.216186,-76.761948
MD,2441500,02391240,Indian Head town,43,A,3189938,0,1.232,0.000,38.598618,-77.155672
MD,2441700,02583639,Indian Springs CDP,57,S,301440,0,0.116,0.000,39.645634,-78.007402
MD,2442325,02389980,Jarrettsville CDP,57,S,22365716,65222,8.635,0.025,39.600745,-76.472410
MD,2442350,02583640,Jefferson CDP,57,S,5433547,0,2.098,0.000,39.367391,-77.542588
MD,2442450,02583641,Jennings CDP,57,S,866320,0,0.334,0.000,39.648657,-79.183497
MD,2442550,02389987,Jessup CDP,57,S,13608483,13099,5.254,0.005,39.145410,-76.772306
MD,2442575,02583642,Jesterville CDP,57,S,4106568,606249,1.586,0.234,38.290479,-75.889929
MD,2442875,02389990,Joppatowne CDP,57,S,17427917,1703952,6.729,0.658,39.416594,-76.352171
MD,2442950,02583643,Jugtown CDP,57,S,864442,0,0.334,0.000,39.614277,-77.594300
MD,2443100,02391249,Keedysville town,43,A,2473622,0,0.955,0.000,39.486700,-77.698595
MD,2443200,02389992,Kemp Mill CDP,57,S,6464502,65593,2.496,0.025,39.041101,-77.021995
MD,2443280,02583644,Kemps Mill CDP,57,S,668041,0,0.258,0.000,39.626881,-77.813895
MD,2443475,02583645,Kennedyville CDP,57,S,1446617,16846,0.559,0.007,39.305906,-75.995031
MD,2443500,02391252,Kensington town,43,A,1239776,0,0.479,0.000,39.026519,-77.073771
MD,2443725,02389997,Kent Narrows CDP,57,S,2437794,5897096,0.941,2.277,38.976483,-76.243412
MD,2443900,02390000,Kettering CDP,57,S,14227834,54642,5.493,0.021,38.889656,-76.790302
MD,2444325,02390004,Kingstown CDP,57,S,5867834,809218,2.266,0.312,39.207626,-76.043910
MD,2444350,02390005,Kingsville CDP,57,S,25999422,174724,10.038,0.067,39.451907,-76.430345
MD,2444450,02391258,Kitzmiller town,43,A,575989,69145,0.222,0.027,39.389159,-79.183284
MD,2444525,02583646,Klondike CDP,57,S,983456,0,0.380,0.000,39.610103,-78.963353
MD,2444715,02583647,Konterra CDP,57,S,15852147,158354,6.121,0.061,39.075105,-76.894792
MD,2444817,02390012,Lake Arbor CDP,57,S,8117688,167590,3.134,0.065,38.909570,-76.830236
MD,2444975,02390025,Lake Shore CDP,57,S,34772283,10880824,13.426,4.201,39.091972,-76.489491
MD,2445325,02389871,Landover CDP,57,S,10337545,13340,3.991,0.005,38.924395,-76.887604
MD,2445400,02391261,Landover Hills town,43,A,950678,0,0.367,0.000,38.942372,-76.894594
MD,2445525,02390032,Langley Park CDP,57,S,2574974,84,0.994,0.000,38.989570,-76.980784
MD,2445550,02633178,Lanham CDP,57,S,9137452,49260,3.528,0.019,38.962124,-76.839173
MD,2445650,02633179,Lansdowne CDP,57,S,5895796,329902,2.276,0.127,39.235573,-76.664629
MD,2445750,02391260,La Plata town,43,A,19181454,129012,7.406,0.050,38.543363,-76.969880
MD,2445825,02390035,Largo CDP,57,S,7929372,1371,3.062,0.001,38.880350,-76.829266
MD,2445900,02390608,Laurel city,25,A,12313036,72857,4.754,0.028,39.095070,-76.861263
MD,2446075,02390011,La Vale CDP,57,S,6905512,379,2.666,0.000,39.650859,-78.816838
MD,2446150,02583648,Layhill CDP,57,S,4073313,21394,1.573,0.008,39.089652,-77.039971
MD,2446250,02391264,Laytonsville town,43,A,2697503,10510,1.042,0.004,39.208064,-77.135058
MD,2446375,02389782,Leisure World CDP,57,S,2855590,21073,1.103,0.008,39.104079,-77.068940
MD,2446400,02390055,Leitersburg CDP,57,S,4554032,0,1.758,0.000,39.692769,-77.620623
MD,2446475,02391269,Leonardtown town,43,A,9885521,177039,3.817,0.068,38.303891,-76.639653
MD,2446725,02390062,Lexington Park CDP,57,S,14563799,23312,5.623,0.009,38.248429,-76.443035
MD,2446800,02583649,Libertytown CDP,57,S,6237022,14619,2.408,0.006,39.489163,-77.257045
MD,2447040,02633180,Linganore CDP,57,S,14870561,644598,5.742,0.249,39.407312,-77.303876
MD,2447125,02390076,Linthicum CDP,57,S,14147368,115934,5.462,0.045,39.209567,-76.664741
MD,2447275,02583650,Little Orleans CDP,57,S,1822280,10088,0.704,0.004,39.630876,-78.395567
